19, 128, 134, 1, 0, 67, 0, 0, 2, 208, 240, 204, , 300.000000
29, 18, 117, 0, 1, 65, 0, 0, 4, 91, 217, 149, , 300.000000
110, 93, 185, 0, 0, 54, 0, 0, 0, 42, 76, 110, , 300.000000
49, 55, 40, 0, 0, 21, 0, 1, 0, 104, 2, 202, , 300.000000
248, 100, 55, 1, 0, 15, 0, 0, 3, 179, 112, 171, , 300.000000
224, 182, 90, 1, 0, 63, 1, 0, 1, 164, 193, 83, , 300.000000
151, 115, 134, 0, 1, 98, 0, 1, 0, 1, 159, 127, , 300.000000
90, 13, 243, 1, 0, 91, 1, 1, 3, 251, 32, 123, , 300.000000
2, 126, 81, 1, 1, 48, 0, 0, 2, 112, 201, 50, , 300.000000
143, 167, 194, 1, 1, 29, 0, 0, 3, 177, 247, 215, , 300.000000
243, 9, 101, 0, 1, 2, 0, 0, 2, 134, 13, 193, , 300.000000
20, 16, 214, 1, 1, 95, 0, 1, 3, 92, 115, 122, , 19.494656
9, 31, 249, 0, 1, 97, 0, 0, 4, 83, 186, 131, , 18.563704
183, 98, 50, 0, 1, 99, 1, 0, 4, 96, 115, 15, , 300.000000
37, 153, 193, 0, 0, 97, 1, 1, 4, 215, 107, 72, , 300.000000
105, 101, 163, 0, 1, 7, 1, 0, 3, 254, 255, 145, , 300.000000
63, 92, 233, 1, 0, 8, 1, 1, 4, 198, 130, 128, , 300.000000
239, 176, 230, 0, 0, 28, 0, 1, 1, 219, 123, 0, , 300.000000
199, 58, 102, 0, 0, 31, 1, 1, 4, 118, 146, 26, , 300.000000
143, 174, 248, 0, 1, 73, 0, 0, 1, 96, 154, 134, , 300.000000
31, 231, 234, 1, 1, 37, 1, 1, 0, 191, 229, 79, , 300.000000
157, 55, 93, 1, 1, 33, 1, 0, 0, 183, 111, 167, , 300.000000
109, 45, 1, 0, 1, 13, 1, 1, 2, 99, 149, 130, , 300.000000
63, 184, 158, 0, 1, 68, 0, 1, 3, 37, 234, 140, , 300.000000
224, 27, 153, 1, 1, 49, 1, 1, 2, 238, 119, 38, , 300.000000
101, 1, 5, 1, 1, 61, 1, 0, 2, 249, 232, 234, , 17.831581
76, 241, 17, 0, 1, 8, 0, 1, 2, 232, 125, 57, , 300.000000
255, 156, 3, 1, 1, 85, 1, 0, 4, 1, 74, 226, , 300.000000
160, 173, 63, 1, 0, 91, 0, 1, 3, 172, 129, 1, , 300.000000
42, 181, 50, 0, 0, 14, 0, 0, 3, 95, 190, 107, , 300.000000
64, 245, 197, 1, 1, 24, 0, 0, 2, 176, 71, 122, , 300.000000
150, 82, 182, 1, 0, 47, 0, 0, 1, 57, 106, 181, , 300.000000
89, 130, 228, 0, 1, 58, 1, 1, 1, 218, 115, 89, , 300.000000
213, 131, 159, 0, 1, 20, 1, 1, 2, 3, 43, 6, , 300.000000
129, 20, 231, 1, 1, 88, 1, 1, 2, 227, 21, 65, , 20.000914
13, 4, 195, 0, 1, 41, 1, 1, 3, 198, 94, 206, , 300.000000
255, 16, 82, 0, 1, 87, 0, 1, 1, 38, 103, 16, , 300.000000
6, 123, 28, 0, 1, 72, 1, 1, 0, 125, 212, 111, , 300.000000
41, 144, 112, 0, 1, 40, 1, 1, 2, 75, 120, 235, , 300.000000
156, 8, 63, 1, 1, 26, 1, 0, 2, 173, 62, 200, , 300.000000
21, 93, 83, 0, 1, 10, 0, 1, 1, 112, 147, 31, , 300.000000
243, 97, 33, 1, 0, 99, 1, 0, 1, 74, 197, 28, , 300.000000
1, 213, 233, 1, 0, 41, 1, 0, 3, 116, 36, 62, , 300.000000
255, 151, 75, 1, 0, 28, 0, 1, 1, 0, 18, 225, , 300.000000
170, 68, 30, 1, 0, 5, 1, 1, 3, 0, 76, 195, , 300.000000
250, 35, 159, 1, 1, 2, 1, 0, 1, 31, 176, 241, , 300.000000
146, 131, 130, 0, 1, 33, 1, 0, 3, 93, 193, 214, , 300.000000
140, 1, 223, 1, 1, 47, 1, 1, 4, 20, 210, 162, , 300.000000
225, 65, 135, 0, 0, 33, 0, 1, 4, 121, 121, 191, , 300.000000
1, 98, 65, 1, 0, 62, 0, 1, 2, 178, 40, 251, , 300.000000
57, 108, 250, 1, 1, 39, 0, 1, 0, 177, 144, 44, , 300.000000
215, 100, 163, 0, 0, 12, 1, 1, 3, 226, 216, 152, , 300.000000
118, 126, 191, 0, 1, 84, 1, 1, 2, 30, 153, 3, , 300.000000
149, 54, 51, 1, 0, 12, 0, 0, 0, 233, 176, 153, , 300.000000
158, 188, 1, 0, 1, 58, 1, 1, 2, 40, 124, 212, , 300.000000
9, 226, 211, 1, 1, 71, 0, 0, 2, 57, 123, 159, , 300.000000
141, 163, 154, 1, 1, 9, 1, 0, 3, 73, 39, 121, , 300.000000
23, 241, 130, 1, 0, 4, 1, 1, 1, 100, 165, 13, , 300.000000
106, 15, 32, 0, 1, 64, 1, 0, 3, 240, 183, 93, , 300.000000
204, 232, 237, 0, 1, 25, 1, 0, 3, 108, 80, 199, , 300.000000
19, 132, 47, 1, 0, 52, 1, 1, 2, 78, 225, 13, , 300.000000
126, 217, 47, 1, 1, 14, 1, 1, 1, 252, 116, 86, , 300.000000
87, 7, 161, 1, 1, 4, 0, 1, 0, 139, 241, 153, , 300.000000
