36, 166, 240, 1, 1, 51, 0, 0, 4, 213, 212, 107, 
88, 129, 166, 0, 0, 40, 0, 1, 0, 103, 228, 238, 
110, 191, 212, 1, 1, 100, 0, 0, 4, 117, 232, 82, 
135, 194, 56, 1, 0, 79, 0, 1, 0, 249, 44, 57, 
148, 237, 80, 1, 1, 97, 0, 0, 0, 237, 240, 168, 
133, 186, 112, 1, 1, 59, 0, 1, 3, 229, 160, 135, 
186, 171, 151, 1, 1, 16, 0, 0, 2, 6, 128, 64, 
120, 164, 2, 0, 1, 63, 0, 1, 0, 114, 139, 23, 
22, 219, 80, 0, 0, 97, 1, 1, 3, 113, 232, 252, 
7, 51, 107, 0, 0, 72, 0, 1, 4, 20, 200, 94, 
156, 123, 115, 1, 0, 12, 0, 0, 3, 228, 126, 13, 
186, 105, 230, 0, 0, 5, 1, 1, 2, 13, 95, 49, 
204, 164, 253, 0, 1, 36, 1, 1, 4, 49, 167, 59, 
138, 246, 252, 1, 1, 12, 1, 0, 3, 153, 7, 9, 
220, 91, 99, 1, 1, 32, 1, 0, 1, 203, 177, 15, 
53, 78, 137, 1, 0, 60, 0, 1, 4, 140, 138, 172, 
139, 180, 22, 0, 1, 26, 0, 0, 1, 192, 13, 75, 
75, 209, 179, 0, 1, 70, 0, 1, 1, 59, 64, 7, 
251, 205, 240, 0, 0, 35, 0, 1, 3, 67, 12, 242, 
126, 28, 205, 1, 0, 85, 0, 1, 2, 190, 245, 207, 
209, 43, 121, 0, 1, 36, 1, 1, 0, 34, 53, 205, 
245, 229, 248, 1, 0, 32, 1, 0, 2, 129, 214, 14, 
187, 221, 252, 0, 1, 14, 0, 0, 0, 151, 237, 244, 
108, 64, 10, 0, 0, 8, 1, 1, 2, 21, 142, 27, 
188, 177, 246, 1, 1, 91, 0, 0, 4, 105, 140, 148, 
170, 84, 120, 0, 1, 90, 0, 1, 3, 116, 65, 163, 
81, 66, 126, 0, 0, 87, 1, 0, 0, 140, 143, 252, 
171, 210, 84, 0, 1, 46, 0, 0, 2, 66, 177, 204, 
15, 188, 64, 1, 1, 68, 1, 0, 0, 253, 111, 251, 
79, 231, 225, 0, 0, 69, 0, 0, 1, 148, 235, 69, 
165, 0, 30, 0, 1, 81, 0, 0, 3, 103, 118, 220, 
148, 88, 243, 0, 1, 10, 1, 0, 1, 118, 147, 97, 
0, 79, 234, 1, 1, 35, 0, 0, 4, 114, 122, 103, 
171, 145, 56, 1, 0, 60, 1, 1, 1, 212, 145, 54, 
125, 93, 157, 1, 1, 15, 0, 0, 0, 227, 166, 135, 
1, 17, 129, 0, 0, 59, 1, 1, 2, 122, 165, 185, 
46, 231, 159, 0, 0, 38, 1, 1, 0, 237, 239, 120, 
86, 76, 113, 1, 1, 88, 0, 1, 1, 127, 73, 25, 
74, 104, 1, 1, 1, 6, 1, 1, 0, 254, 47, 180, 
125, 124, 255, 1, 1, 43, 1, 0, 3, 192, 135, 166, 
101, 194, 68, 1, 0, 47, 1, 1, 3, 81, 196, 243, 
10, 0, 232, 1, 0, 2, 0, 1, 4, 75, 98, 152, 
25, 103, 34, 1, 1, 91, 0, 1, 2, 2, 37, 123, 
92, 162, 14, 0, 1, 85, 1, 1, 3, 95, 71, 51, 
208, 83, 88, 1, 0, 88, 0, 1, 3, 156, 228, 28, 
24, 81, 198, 0, 0, 99, 1, 0, 1, 41, 130, 174, 
155, 202, 68, 1, 0, 98, 0, 1, 1, 148, 202, 239, 
0, 203, 85, 1, 0, 85, 0, 1, 4, 253, 201, 214, 
162, 46, 28, 1, 0, 82, 0, 0, 1, 223, 210, 135, 
52, 174, 70, 0, 0, 22, 1, 1, 4, 37, 32, 146, 
181, 173, 219, 0, 0, 49, 1, 0, 3, 124, 59, 114, 
205, 61, 205, 0, 1, 55, 1, 1, 4, 12, 159, 133, 
56, 86, 136, 1, 0, 32, 0, 1, 3, 45, 201, 242, 
179, 129, 152, 1, 0, 56, 0, 1, 4, 79, 157, 86, 
45, 94, 105, 0, 0, 33, 1, 0, 4, 157, 87, 121, 
215, 195, 6, 1, 1, 88, 1, 0, 1, 24, 89, 110, 
250, 198, 193, 0, 0, 11, 1, 0, 0, 107, 19, 219, 
162, 139, 49, 1, 0, 29, 1, 0, 4, 43, 58, 19, 
151, 193, 94, 1, 0, 98, 1, 1, 1, 29, 21, 231, 
133, 85, 13, 0, 0, 46, 1, 1, 3, 199, 30, 240, 
99, 133, 38, 1, 1, 48, 0, 0, 2, 49, 55, 142, 
228, 88, 38, 1, 0, 78, 1, 0, 3, 254, 107, 250, 
0, 191, 160, 1, 0, 8, 0, 0, 0, 209, 3, 174, 
144, 202, 120, 1, 1, 80, 0, 1, 2, 240, 78, 110, 
95, 37, 178, 1, 0, 26, 1, 0, 2, 181, 155, 136, 
24, 187, 89, 1, 1, 25, 0, 1, 3, 132, 164, 3, 
104, 72, 132, 0, 0, 89, 0, 0, 1, 154, 18, 179, 
