247, 54, 7, 0, 1, 49, 0, 0, 4, 1, 177, 70, 
178, 39, 139, 1, 0, 79, 0, 0, 0, 170, 148, 15, 
190, 195, 27, 1, 0, 245, 1, 1, 1, 255, 179, 22, 
187, 142, 56, 1, 1, 216, 0, 1, 0, 254, 55, 182, 
180, 163, 130, 0, 1, 106, 1, 1, 4, 125, 50, 214, 
50, 139, 127, 1, 0, 149, 1, 1, 2, 226, 78, 43, 
51, 121, 229, 1, 1, 235, 0, 1, 0, 73, 121, 178, 
100, 65, 142, 0, 1, 5, 1, 1, 2, 25, 45, 81, 
150, 37, 9, 0, 1, 42, 1, 1, 3, 187, 135, 81, 
217, 144, 72, 1, 1, 232, 1, 1, 0, 157, 19, 202, 
99, 207, 147, 1, 1, 279, 1, 0, 0, 59, 60, 240, 
65, 115, 4, 0, 0, 142, 0, 0, 1, 88, 90, 177, 
106, 78, 27, 0, 0, 273, 1, 0, 1, 61, 48, 46, 
36, 65, 212, 0, 1, 92, 1, 1, 2, 40, 148, 117, 
62, 184, 212, 1, 1, 296, 0, 1, 1, 118, 180, 8, 
206, 147, 201, 0, 0, 97, 1, 1, 1, 51, 66, 181, 
4, 244, 108, 0, 1, 239, 1, 0, 4, 42, 75, 86, 
88, 143, 69, 0, 1, 111, 0, 0, 4, 114, 195, 151, 
20, 128, 209, 0, 0, 261, 1, 1, 4, 237, 65, 0, 
176, 26, 254, 1, 0, 35, 1, 1, 2, 81, 129, 34, 
100, 22, 218, 0, 1, 74, 1, 0, 3, 165, 66, 83, 
242, 74, 7, 1, 0, 135, 0, 0, 1, 199, 77, 105, 
211, 171, 207, 1, 0, 136, 0, 1, 3, 142, 221, 229, 
109, 46, 84, 1, 1, 28, 1, 0, 4, 162, 26, 209, 
168, 11, 226, 0, 1, 129, 0, 1, 3, 103, 231, 182, 
153, 48, 24, 0, 0, 58, 0, 1, 4, 153, 186, 11, 
69, 237, 97, 1, 0, 254, 0, 0, 0, 67, 219, 249, 
79, 215, 227, 0, 0, 157, 0, 1, 2, 32, 3, 227, 
85, 68, 160, 0, 1, 289, 1, 0, 3, 105, 162, 29, 
133, 237, 73, 0, 0, 98, 1, 0, 4, 254, 15, 93, 
249, 44, 149, 1, 0, 204, 0, 0, 0, 179, 152, 72, 
85, 158, 106, 0, 0, 136, 0, 0, 2, 73, 56, 214, 
50, 68, 58, 0, 0, 42, 1, 1, 4, 67, 193, 129, 
140, 206, 191, 0, 0, 120, 0, 0, 3, 148, 119, 191, 
74, 152, 84, 1, 1, 203, 1, 1, 4, 224, 99, 135, 
142, 131, 196, 0, 0, 266, 1, 0, 1, 152, 132, 252, 
147, 174, 246, 0, 1, 32, 0, 1, 3, 13, 244, 155, 
47, 16, 101, 0, 1, 275, 1, 0, 1, 162, 58, 128, 
12, 70, 38, 1, 0, 12, 0, 1, 2, 66, 90, 229, 
215, 22, 163, 1, 1, 197, 0, 0, 1, 98, 41, 226, 
93, 109, 164, 0, 0, 220, 1, 0, 4, 86, 84, 86, 
131, 15, 82, 0, 1, 130, 1, 1, 0, 209, 50, 111, 
25, 237, 61, 0, 0, 169, 1, 0, 2, 69, 248, 185, 
26, 245, 118, 0, 0, 200, 1, 1, 1, 232, 227, 84, 
132, 142, 243, 1, 0, 183, 1, 1, 0, 137, 252, 184, 
