52, 66, 66, 0, 1, 46, 1, 0, 2, 130, 38, 185, 
158, 110, 129, 0, 1, 69, 1, 0, 2, 172, 87, 164, 
20, 228, 76, 1, 0, 51, 0, 0, 1, 0, 179, 205, 
183, 1, 43, 0, 0, 59, 1, 1, 0, 82, 107, 213, 
13, 17, 169, 1, 1, 52, 0, 1, 3, 73, 88, 144, 
117, 149, 132, 1, 0, 4, 0, 0, 3, 52, 217, 173, 
207, 203, 100, 0, 0, 50, 0, 0, 1, 220, 125, 15, 
164, 193, 179, 0, 1, 56, 1, 1, 2, 226, 86, 209, 
117, 186, 88, 0, 0, 28, 1, 0, 1, 94, 230, 194, 
136, 19, 160, 1, 1, 47, 1, 1, 2, 167, 33, 129, 
108, 5, 106, 1, 1, 45, 0, 0, 1, 88, 231, 203, 
107, 84, 224, 1, 0, 67, 1, 1, 2, 35, 109, 28, 
71, 124, 235, 0, 1, 44, 0, 1, 0, 108, 55, 35, 
35, 37, 185, 0, 1, 75, 1, 0, 2, 213, 122, 182, 
117, 46, 166, 0, 1, 38, 1, 0, 1, 118, 42, 55, 
129, 34, 78, 0, 0, 71, 0, 1, 3, 168, 252, 30, 
0, 81, 206, 0, 0, 45, 1, 0, 1, 54, 35, 4, 
152, 19, 122, 1, 0, 90, 1, 1, 0, 86, 134, 217, 
192, 64, 47, 0, 1, 24, 1, 1, 3, 157, 217, 169, 
126, 198, 155, 0, 1, 54, 1, 0, 2, 238, 56, 197, 
56, 5, 154, 0, 1, 87, 1, 1, 1, 199, 67, 65, 
63, 184, 130, 0, 0, 88, 1, 1, 1, 3, 125, 82, 
247, 202, 58, 1, 1, 22, 0, 0, 1, 226, 160, 213, 
50, 41, 11, 0, 1, 79, 0, 0, 0, 8, 165, 122, 
129, 48, 196, 1, 1, 36, 0, 1, 2, 143, 5, 24, 
120, 8, 67, 0, 1, 84, 1, 0, 0, 156, 86, 86, 
126, 226, 21, 0, 1, 91, 0, 1, 2, 118, 246, 78, 
162, 119, 166, 1, 1, 9, 1, 0, 4, 27, 175, 153, 
69, 113, 82, 1, 0, 29, 0, 1, 2, 58, 106, 141, 
23, 182, 171, 1, 1, 87, 0, 1, 3, 176, 105, 171, 
163, 72, 229, 0, 0, 49, 1, 1, 3, 222, 195, 171, 
57, 120, 57, 0, 1, 75, 0, 1, 1, 177, 184, 3, 
251, 125, 31, 0, 0, 71, 0, 1, 4, 227, 54, 245, 
133, 100, 147, 1, 1, 20, 1, 0, 2, 52, 49, 161, 
193, 245, 11, 1, 1, 61, 0, 1, 2, 204, 0, 89, 
3, 198, 255, 1, 1, 93, 0, 1, 3, 196, 81, 239, 
252, 78, 35, 0, 0, 30, 1, 0, 4, 168, 125, 38, 
5, 123, 46, 1, 0, 79, 0, 1, 4, 24, 38, 102, 
202, 62, 56, 1, 0, 96, 0, 0, 4, 231, 80, 22, 
161, 67, 54, 0, 1, 15, 1, 1, 4, 254, 177, 184, 
19, 161, 68, 0, 1, 87, 0, 0, 2, 153, 198, 68, 
183, 200, 208, 1, 0, 33, 0, 1, 0, 15, 221, 41, 
147, 76, 98, 1, 0, 24, 1, 1, 0, 42, 71, 149, 
109, 158, 63, 1, 0, 3, 0, 0, 1, 102, 217, 235, 
124, 151, 224, 1, 1, 99, 1, 0, 2, 104, 5, 239, 
240, 254, 151, 1, 1, 80, 0, 0, 1, 209, 6, 208, 
77, 195, 144, 1, 0, 98, 1, 1, 3, 190, 22, 17, 
104, 194, 199, 0, 1, 27, 1, 1, 1, 193, 140, 201, 
126, 197, 181, 1, 0, 78, 0, 0, 2, 180, 242, 74, 
150, 186, 3, 0, 1, 61, 1, 1, 4, 63, 9, 12, 
98, 202, 224, 1, 0, 5, 0, 1, 3, 187, 239, 230, 
26, 224, 161, 1, 1, 100, 0, 0, 1, 22, 169, 205, 
115, 95, 19, 1, 0, 9, 0, 1, 1, 239, 110, 239, 
226, 121, 24, 1, 0, 1, 1, 1, 3, 199, 157, 228, 
174, 61, 207, 1, 0, 29, 0, 0, 0, 33, 110, 95, 
251, 66, 153, 0, 1, 33, 0, 0, 3, 47, 181, 124, 
148, 242, 196, 1, 0, 25, 0, 1, 2, 234, 2, 51, 
148, 185, 182, 1, 0, 90, 0, 0, 4, 240, 80, 115, 
204, 132, 79, 0, 1, 55, 1, 0, 2, 35, 162, 94, 
179, 70, 183, 0, 1, 62, 0, 1, 1, 90, 226, 118, 
199, 123, 196, 0, 0, 34, 1, 1, 2, 201, 66, 76, 
230, 50, 104, 0, 0, 93, 1, 0, 0, 236, 160, 27, 
94, 162, 145, 0, 0, 63, 0, 0, 4, 228, 76, 132, 
102, 61, 138, 1, 0, 10, 1, 1, 2, 146, 7, 219, 
36, 123, 174, 0, 1, 27, 0, 1, 1, 198, 201, 11, 
208, 2, 120, 1, 1, 50, 0, 1, 3, 180, 15, 247, 
174, 231, 195, 0, 0, 6, 1, 0, 0, 90, 141, 214, 
