138, 194, 102, 0, 0, 163, 1, 1, 4, 252, 112, 111, 
177, 193, 253, 0, 1, 55, 0, 0, 3, 54, 184, 12, 
85, 130, 229, 1, 0, 172, 1, 0, 4, 138, 185, 54, 
72, 51, 190, 1, 1, 122, 0, 1, 4, 204, 177, 115, 
68, 226, 115, 1, 1, 130, 1, 1, 3, 244, 147, 154, 
233, 10, 165, 0, 0, 9, 0, 1, 4, 179, 198, 163, 
194, 69, 48, 1, 0, 163, 0, 0, 3, 58, 84, 208, 
242, 123, 81, 1, 0, 246, 0, 0, 3, 239, 60, 117, 
27, 55, 120, 0, 1, 13, 1, 1, 3, 6, 2, 126, 
66, 239, 224, 0, 1, 258, 0, 1, 0, 170, 87, 176, 
174, 70, 85, 1, 1, 224, 0, 0, 1, 241, 89, 9, 
201, 89, 63, 0, 1, 129, 1, 1, 0, 233, 208, 115, 
18, 231, 86, 1, 1, 31, 0, 0, 2, 112, 5, 7, 
212, 238, 229, 1, 0, 195, 1, 0, 3, 185, 183, 137, 
177, 40, 234, 0, 1, 256, 1, 1, 3, 75, 112, 62, 
138, 137, 26, 1, 0, 178, 0, 0, 4, 15, 60, 211, 
232, 203, 13, 1, 0, 169, 1, 0, 2, 223, 102, 19, 
74, 172, 209, 1, 0, 184, 1, 1, 0, 91, 49, 189, 
125, 35, 15, 0, 1, 89, 1, 0, 2, 11, 254, 200, 
29, 69, 58, 1, 1, 176, 1, 0, 4, 173, 234, 246, 
77, 95, 68, 0, 0, 275, 1, 0, 4, 153, 192, 135, 
79, 115, 60, 1, 0, 43, 0, 1, 4, 158, 83, 90, 
134, 17, 40, 1, 1, 143, 1, 0, 4, 21, 20, 52, 
224, 137, 43, 1, 1, 272, 0, 1, 1, 172, 7, 223, 
8, 21, 56, 0, 1, 53, 1, 0, 1, 167, 59, 217, 
20, 194, 47, 0, 1, 115, 0, 1, 2, 190, 12, 12, 
71, 187, 86, 0, 1, 40, 1, 1, 2, 24, 251, 66, 
0, 177, 71, 1, 1, 288, 1, 0, 0, 208, 226, 235, 
116, 131, 91, 1, 0, 48, 1, 1, 0, 144, 145, 152, 
84, 139, 63, 0, 1, 139, 0, 0, 4, 158, 46, 168, 
149, 123, 76, 0, 1, 72, 1, 0, 2, 53, 210, 138, 
90, 49, 188, 0, 0, 258, 0, 0, 3, 4, 249, 223, 
238, 87, 223, 1, 1, 237, 0, 1, 0, 50, 200, 86, 
28, 62, 15, 0, 0, 54, 0, 1, 1, 62, 32, 137, 
245, 45, 47, 1, 1, 82, 0, 1, 3, 18, 88, 128, 
11, 162, 53, 0, 0, 72, 0, 0, 2, 11, 135, 205, 
128, 33, 237, 0, 0, 67, 0, 0, 0, 61, 79, 113, 
248, 208, 237, 1, 0, 229, 1, 1, 2, 123, 90, 119, 
53, 240, 148, 0, 1, 101, 0, 0, 3, 7, 100, 126, 
14, 235, 249, 0, 0, 66, 0, 1, 4, 75, 94, 192, 
179, 250, 44, 0, 0, 239, 1, 1, 4, 161, 153, 23, 
174, 50, 10, 0, 0, 70, 1, 0, 3, 181, 130, 48, 
243, 22, 55, 0, 0, 145, 0, 1, 2, 139, 115, 186, 
106, 228, 55, 0, 1, 176, 0, 1, 2, 29, 80, 17, 
34, 177, 105, 0, 1, 115, 0, 1, 2, 64, 31, 36, 
163, 21, 15, 0, 0, 93, 1, 0, 1, 131, 74, 250, 
112, 200, 199, 0, 1, 105, 0, 0, 2, 9, 207, 42, 
152, 33, 110, 1, 1, 140, 1, 1, 3, 70, 106, 239, 
255, 210, 8, 0, 1, 147, 1, 1, 1, 36, 189, 218, 
94, 202, 154, 1, 0, 297, 1, 0, 3, 159, 2, 71, 
10, 198, 91, 1, 0, 153, 0, 0, 3, 28, 46, 201, 
151, 229, 164, 0, 1, 2, 0, 0, 0, 64, 248, 114, 
178, 163, 254, 0, 0, 33, 1, 1, 2, 85, 233, 179, 
243, 100, 68, 0, 0, 267, 1, 0, 4, 19, 24, 198, 
246, 184, 217, 0, 1, 63, 1, 1, 4, 111, 149, 129, 
208, 58, 4, 0, 0, 8, 1, 1, 3, 129, 109, 187, 
131, 142, 123, 1, 0, 97, 1, 0, 1, 53, 221, 233, 
151, 83, 137, 1, 0, 63, 0, 0, 0, 226, 222, 236, 
185, 247, 68, 0, 0, 55, 1, 1, 4, 136, 133, 123, 
114, 218, 98, 0, 0, 285, 0, 0, 4, 120, 18, 168, 
160, 114, 185, 1, 0, 209, 0, 1, 4, 118, 104, 249, 
220, 187, 130, 0, 0, 202, 0, 1, 0, 125, 82, 243, 
144, 191, 93, 1, 0, 49, 1, 0, 1, 206, 125, 197, 
249, 131, 33, 1, 1, 193, 0, 0, 4, 168, 227, 182, 
242, 216, 145, 0, 1, 165, 0, 0, 2, 9, 180, 52, 
188, 226, 19, 1, 1, 103, 0, 1, 4, 22, 67, 181, 
209, 26, 154, 0, 0, 129, 0, 1, 1, 102, 144, 67, 
5, 75, 19, 1, 0, 147, 1, 1, 3, 115, 249, 105, 
107, 109, 116, 0, 1, 121, 0, 1, 0, 50, 67, 67, 
153, 25, 137, 1, 0, 277, 1, 1, 2, 179, 43, 11, 
14, 190, 165, 0, 0, 300, 0, 1, 2, 99, 52, 99, 
156, 163, 55, 1, 0, 138, 1, 1, 0, 2, 26, 64, 
67, 132, 100, 0, 0, 195, 1, 1, 1, 87, 200, 192, 
223, 15, 240, 0, 1, 30, 1, 1, 1, 215, 210, 97, 
253, 142, 79, 0, 0, 7, 1, 0, 0, 220, 154, 187, 
127, 82, 218, 0, 1, 126, 0, 1, 0, 232, 58, 90, 
75, 170, 92, 1, 0, 257, 0, 0, 4, 244, 41, 19, 
60, 124, 159, 1, 0, 254, 1, 0, 2, 68, 169, 155, 
7, 158, 46, 0, 1, 101, 0, 1, 0, 30, 164, 160, 
5, 187, 118, 0, 0, 254, 0, 0, 1, 183, 184, 177, 
56, 192, 39, 1, 0, 169, 1, 1, 3, 5, 235, 11, 
71, 232, 72, 1, 1, 181, 1, 0, 3, 212, 250, 128, 
163, 61, 253, 0, 1, 133, 0, 1, 3, 76, 240, 152, 
142, 154, 179, 1, 1, 72, 1, 1, 3, 187, 32, 143, 
81, 231, 186, 1, 1, 58, 0, 0, 3, 144, 217, 174, 
28, 197, 165, 0, 0, 142, 0, 1, 0, 196, 0, 70, 
116, 36, 217, 0, 0, 131, 0, 0, 3, 2, 119, 46, 
147, 157, 205, 1, 0, 168, 0, 1, 2, 123, 60, 137, 
242, 181, 249, 0, 1, 103, 0, 0, 1, 250, 37, 254, 
89, 220, 27, 1, 0, 247, 0, 1, 3, 15, 220, 38, 
117, 94, 166, 1, 0, 170, 1, 1, 3, 87, 44, 108, 
225, 215, 73, 0, 0, 284, 0, 0, 0, 194, 79, 72, 
64, 122, 157, 1, 1, 31, 1, 1, 0, 144, 118, 29, 
194, 96, 67, 1, 0, 183, 1, 0, 3, 209, 151, 46, 
46, 227, 53, 0, 1, 125, 1, 1, 3, 26, 47, 61, 
160, 94, 216, 1, 0, 205, 1, 1, 2, 226, 251, 84, 
91, 255, 188, 0, 1, 81, 1, 0, 2, 116, 227, 71, 
183, 74, 121, 1, 1, 229, 0, 0, 4, 117, 255, 136, 
42, 250, 117, 0, 0, 253, 0, 1, 4, 189, 184, 250, 
157, 119, 10, 0, 1, 244, 0, 1, 4, 121, 166, 161, 
138, 145, 157, 1, 1, 298, 0, 0, 1, 154, 131, 158, 
145, 126, 69, 1, 1, 192, 1, 0, 3, 107, 74, 1, 
201, 232, 147, 1, 1, 67, 1, 0, 0, 65, 254, 83, 
164, 120, 107, 1, 0, 248, 1, 0, 1, 72, 231, 132, 
126, 89, 152, 1, 0, 181, 1, 0, 1, 241, 42, 250, 
150, 115, 68, 1, 1, 262, 1, 1, 4, 224, 35, 15, 
207, 194, 142, 0, 0, 6, 1, 0, 1, 220, 32, 93, 
252, 67, 135, 1, 0, 74, 0, 0, 0, 98, 194, 75, 
149, 110, 25, 1, 0, 257, 1, 0, 1, 104, 107, 137, 
220, 95, 22, 1, 0, 272, 1, 0, 2, 9, 199, 137, 
98, 236, 92, 1, 1, 264, 1, 0, 1, 75, 132, 146, 
27, 135, 107, 1, 1, 298, 0, 0, 0, 253, 79, 23, 
21, 20, 45, 0, 1, 264, 1, 0, 1, 30, 189, 182, 
81, 124, 172, 1, 0, 27, 1, 1, 1, 186, 162, 140, 
30, 45, 21, 0, 1, 129, 1, 0, 1, 173, 157, 159, 
208, 238, 225, 1, 1, 75, 1, 1, 3, 254, 249, 67, 
80, 128, 135, 1, 0, 158, 1, 1, 3, 186, 138, 108, 
73, 113, 171, 0, 1, 209, 0, 1, 2, 87, 119, 87, 
212, 212, 212, 1, 0, 27, 1, 1, 2, 203, 183, 32, 
236, 109, 207, 1, 0, 259, 0, 1, 4, 163, 52, 177, 
103, 152, 230, 0, 0, 209, 1, 0, 3, 139, 206, 56, 
28, 132, 217, 0, 1, 296, 0, 0, 4, 0, 217, 217, 
44, 186, 156, 0, 1, 107, 0, 1, 3, 0, 6, 109, 
5, 199, 201, 1, 0, 31, 1, 1, 0, 190, 152, 34, 
172, 238, 141, 1, 0, 48, 1, 0, 1, 158, 50, 96, 
195, 127, 18, 0, 1, 16, 1, 0, 2, 31, 138, 85, 
166, 94, 89, 1, 1, 33, 0, 0, 3, 150, 241, 73, 
95, 153, 75, 0, 0, 258, 1, 0, 3, 228, 152, 65, 
180, 125, 61, 1, 1, 240, 0, 0, 2, 164, 74, 241, 
46, 167, 49, 0, 0, 105, 1, 1, 1, 204, 105, 208, 
134, 236, 100, 0, 0, 142, 0, 1, 2, 138, 248, 225, 
45, 64, 229, 1, 0, 36, 1, 1, 1, 17, 91, 216, 
118, 156, 18, 1, 0, 180, 0, 1, 4, 12, 245, 34, 
199, 107, 149, 0, 1, 121, 1, 0, 2, 59, 76, 27, 
83, 16, 95, 1, 1, 146, 1, 1, 1, 15, 255, 153, 
231, 64, 106, 1, 1, 30, 0, 1, 0, 197, 159, 0, 
176, 40, 198, 1, 0, 186, 1, 0, 3, 184, 6, 123, 
99, 131, 121, 0, 1, 199, 1, 0, 1, 72, 195, 153, 
97, 63, 176, 0, 1, 219, 1, 0, 4, 79, 60, 15, 
31, 181, 119, 1, 1, 104, 0, 0, 1, 192, 41, 169, 
249, 151, 54, 0, 0, 9, 1, 0, 4, 135, 130, 104, 
190, 251, 128, 1, 1, 207, 0, 1, 3, 225, 216, 233, 
52, 69, 228, 0, 1, 205, 0, 0, 1, 129, 40, 176, 
211, 40, 137, 1, 1, 240, 1, 1, 1, 220, 176, 111, 
