139, 135, 1, 0, 0, 49, 1, 1, 1, 178, 218, 217, , 300.000000
123, 53, 235, 1, 1, 84, 1, 0, 3, 123, 112, 29, , 300.000000
194, 71, 238, 1, 1, 47, 1, 1, 0, 152, 212, 107, , 300.000000
206, 78, 58, 0, 1, 30, 1, 1, 1, 175, 189, 153, , 300.000000
1, 32, 144, 0, 0, 61, 0, 0, 4, 237, 59, 193, , 300.000000
174, 232, 8, 0, 0, 10, 0, 1, 3, 205, 42, 28, , 300.000000
110, 187, 236, 1, 1, 82, 0, 0, 4, 155, 103, 151, , 300.000000
131, 185, 112, 1, 0, 98, 0, 1, 3, 224, 164, 129, , 300.000000
247, 34, 177, 1, 1, 50, 0, 0, 0, 209, 176, 198, , 300.000000
213, 29, 26, 1, 1, 91, 1, 1, 2, 118, 83, 91, , 300.000000
79, 128, 181, 1, 1, 17, 0, 1, 1, 71, 56, 31, , 300.000000
212, 50, 142, 0, 1, 39, 1, 0, 2, 249, 117, 119, , 300.000000
179, 218, 158, 1, 1, 34, 1, 0, 0, 62, 150, 134, , 300.000000
145, 158, 156, 0, 0, 19, 1, 1, 3, 238, 123, 190, , 300.000000
114, 238, 46, 0, 1, 3, 0, 0, 3, 117, 187, 158, , 300.000000
229, 239, 241, 1, 1, 26, 0, 0, 0, 81, 1, 44, , 300.000000
198, 241, 181, 1, 1, 15, 0, 1, 1, 129, 86, 72, , 300.000000
217, 100, 46, 1, 1, 71, 0, 1, 4, 109, 14, 179, , 300.000000
54, 240, 125, 0, 1, 75, 0, 0, 0, 184, 112, 216, , 300.000000
210, 186, 53, 0, 1, 24, 1, 1, 4, 45, 158, 233, , 300.000000
4, 68, 24, 1, 0, 7, 1, 0, 4, 231, 19, 5, , 300.000000
249, 112, 205, 1, 1, 30, 0, 0, 3, 127, 87, 185, , 300.000000
211, 249, 178, 1, 0, 32, 1, 1, 1, 122, 195, 164, , 300.000000
80, 208, 33, 1, 0, 98, 1, 1, 3, 77, 21, 136, , 300.000000
74, 54, 213, 1, 0, 100, 0, 0, 4, 148, 255, 188, , 27.302027
198, 63, 204, 1, 1, 91, 0, 0, 3, 73, 168, 15, , 300.000000
137, 221, 61, 0, 1, 37, 1, 1, 0, 193, 221, 51, , 300.000000
55, 29, 127, 1, 1, 32, 0, 1, 0, 25, 220, 140, , 300.000000
150, 173, 217, 1, 0, 9, 0, 1, 1, 54, 110, 128, , 300.000000
124, 64, 80, 0, 1, 69, 1, 1, 4, 238, 205, 170, , 300.000000
78, 106, 244, 0, 0, 74, 1, 0, 0, 180, 244, 153, , 300.000000
122, 18, 130, 1, 0, 41, 1, 0, 2, 154, 18, 148, , 300.000000
75, 15, 177, 1, 1, 53, 0, 1, 0, 88, 86, 192, , 300.000000
