212, 52, 221, 0, 0, 19, 1, 0, 2, 112, 56, 87, , 300.000000
228, 42, 141, 1, 1, 52, 1, 1, 3, 139, 101, 253, , 300.000000
235, 75, 34, 0, 1, 7, 0, 1, 1, 237, 99, 246, , 300.000000
154, 12, 16, 1, 1, 53, 1, 1, 4, 236, 61, 130, , 300.000000
219, 68, 18, 1, 0, 33, 1, 0, 4, 3, 65, 143, , 300.000000
85, 175, 124, 0, 1, 45, 0, 0, 0, 158, 176, 218, , 300.000000
105, 246, 129, 0, 0, 26, 0, 1, 1, 57, 223, 27, , 300.000000
50, 51, 255, 0, 1, 22, 1, 1, 1, 10, 143, 138, , 300.000000
130, 128, 254, 1, 1, 76, 0, 0, 0, 126, 41, 4, , 300.000000
180, 130, 208, 0, 1, 100, 0, 0, 2, 53, 182, 197, , 300.000000
200, 210, 89, 0, 0, 59, 0, 0, 4, 145, 192, 135, , 300.000000
220, 34, 152, 1, 1, 32, 0, 1, 3, 20, 219, 108, , 300.000000
224, 190, 121, 1, 0, 55, 0, 1, 2, 243, 99, 229, , 300.000000
5, 39, 47, 1, 1, 39, 1, 1, 1, 72, 43, 129, , 300.000000
113, 65, 230, 1, 0, 95, 0, 0, 0, 90, 83, 181, , 300.000000
98, 57, 199, 1, 0, 37, 1, 1, 2, 184, 180, 155, , 300.000000
92, 215, 224, 1, 0, 85, 0, 1, 3, 143, 59, 145, , 300.000000
243, 77, 231, 0, 1, 54, 1, 1, 0, 55, 74, 48, , 300.000000
171, 130, 116, 1, 0, 41, 1, 1, 0, 213, 185, 25, , 300.000000
79, 71, 190, 0, 0, 16, 0, 0, 4, 1, 158, 224, , 300.000000
125, 46, 51, 1, 0, 38, 0, 0, 2, 75, 252, 111, , 300.000000
10, 222, 18, 1, 1, 2, 0, 0, 3, 44, 62, 178, , 300.000000
10, 251, 125, 1, 0, 15, 0, 1, 2, 165, 92, 242, , 300.000000
95, 182, 8, 1, 0, 34, 0, 1, 4, 212, 149, 114, , 300.000000
173, 113, 81, 1, 0, 76, 0, 0, 3, 51, 213, 71, , 300.000000
101, 250, 68, 1, 1, 32, 0, 1, 1, 247, 65, 111, , 300.000000
60, 209, 44, 1, 1, 53, 1, 1, 1, 20, 39, 141, , 300.000000
67, 203, 56, 0, 1, 92, 0, 0, 0, 188, 82, 13, , 300.000000
165, 165, 237, 1, 1, 44, 1, 0, 2, 175, 208, 144, , 300.000000
150, 44, 1, 0, 0, 3, 0, 1, 1, 196, 118, 205, , 300.000000
130, 230, 126, 0, 0, 89, 1, 1, 4, 163, 60, 246, , 300.000000
167, 231, 232, 0, 0, 68, 0, 1, 2, 222, 118, 117, , 300.000000
87, 215, 76, 0, 0, 38, 1, 1, 4, 36, 178, 148, , 300.000000
34, 216, 109, 0, 0, 57, 0, 1, 2, 32, 148, 96, , 300.000000
6, 251, 163, 0, 0, 78, 1, 0, 4, 144, 118, 218, , 300.000000
206, 207, 121, 0, 1, 29, 0, 0, 2, 6, 72, 73, , 300.000000
127, 168, 243, 1, 1, 63, 0, 0, 3, 243, 107, 28, , 300.000000
9, 164, 212, 1, 1, 27, 1, 1, 0, 21, 191, 105, , 300.000000
196, 24, 53, 0, 0, 100, 1, 0, 1, 185, 141, 81, , 300.000000
8, 249, 161, 1, 1, 82, 0, 0, 1, 217, 9, 47, , 300.000000
13, 54, 215, 0, 1, 79, 0, 0, 1, 56, 147, 62, , 300.000000
104, 232, 60, 0, 1, 60, 1, 0, 1, 4, 2, 114, , 300.000000
214, 4, 184, 0, 1, 90, 0, 0, 3, 95, 118, 100, , 300.000000
169, 137, 1, 1, 1, 6, 1, 1, 4, 65, 86, 205, , 300.000000
208, 123, 74, 1, 0, 26, 0, 1, 2, 95, 30, 126, , 300.000000
180, 147, 122, 0, 0, 96, 0, 1, 1, 140, 219, 4, , 300.000000
113, 163, 35, 0, 1, 99, 1, 0, 0, 1, 193, 218, , 300.000000
36, 126, 174, 0, 1, 13, 1, 0, 3, 62, 55, 54, , 300.000000
8, 24, 103, 0, 1, 38, 0, 0, 2, 12, 225, 131, , 300.000000
14, 91, 27, 0, 0, 90, 1, 1, 3, 109, 160, 152, , 300.000000
245, 1, 121, 1, 0, 49, 1, 0, 0, 86, 64, 192, , 300.000000
86, 197, 0, 0, 0, 53, 1, 0, 2, 200, 74, 190, , 300.000000
141, 92, 230, 0, 0, 59, 1, 1, 1, 42, 162, 160, , 300.000000
68, 50, 101, 0, 0, 33, 1, 0, 0, 89, 16, 40, , 300.000000
126, 238, 70, 1, 1, 94, 1, 0, 4, 104, 65, 42, , 300.000000
241, 51, 54, 0, 1, 6, 1, 1, 3, 26, 13, 114, , 300.000000
69, 16, 76, 1, 1, 41, 1, 1, 4, 238, 246, 68, , 300.000000
215, 79, 77, 0, 1, 12, 0, 0, 0, 187, 163, 98, , 300.000000
91, 165, 22, 1, 0, 68, 1, 0, 1, 217, 87, 211, , 300.000000
12, 189, 13, 0, 1, 57, 0, 0, 0, 162, 174, 148, , 300.000000
217, 86, 116, 0, 0, 52, 0, 0, 3, 52, 197, 1, , 300.000000
244, 57, 188, 0, 0, 10, 1, 0, 4, 45, 116, 71, , 300.000000
0, 130, 79, 1, 0, 49, 0, 1, 0, 75, 145, 96, , 300.000000
60, 98, 35, 1, 0, 91, 0, 0, 0, 243, 3, 214, , 300.000000
75, 192, 155, 1, 0, 31, 0, 1, 0, 18, 51, 182, , 300.000000
145, 85, 0, 0, 0, 24, 0, 0, 4, 69, 140, 216, , 300.000000
122, 169, 124, 0, 1, 59, 1, 1, 3, 243, 3, 99, , 300.000000
86, 131, 141, 1, 0, 79, 0, 0, 2, 99, 254, 42, , 300.000000
182, 185, 105, 0, 1, 11, 1, 0, 2, 231, 15, 189, , 300.000000
244, 65, 159, 1, 1, 69, 0, 1, 1, 174, 136, 220, , 300.000000
223, 16, 180, 1, 0, 52, 0, 1, 1, 170, 109, 1, , 300.000000
212, 73, 185, 1, 1, 14, 1, 1, 2, 17, 215, 13, , 300.000000
111, 17, 84, 0, 0, 19, 1, 1, 4, 253, 220, 51, , 300.000000
170, 214, 176, 0, 1, 38, 0, 0, 4, 75, 157, 72, , 300.000000
32, 80, 58, 0, 1, 63, 0, 0, 4, 188, 246, 61, , 300.000000
99, 178, 21, 0, 0, 60, 0, 1, 0, 91, 183, 21, , 300.000000
19, 18, 102, 0, 0, 23, 1, 0, 3, 49, 75, 126, , 300.000000
167, 134, 112, 0, 0, 49, 0, 1, 1, 75, 247, 58, , 300.000000
235, 232, 108, 1, 1, 49, 0, 1, 2, 111, 110, 80, , 300.000000
166, 95, 62, 0, 0, 10, 1, 1, 4, 231, 44, 253, , 300.000000
239, 93, 55, 1, 1, 25, 1, 1, 2, 45, 51, 7, , 300.000000
85, 166, 161, 1, 0, 98, 1, 1, 3, 132, 14, 100, , 300.000000
146, 62, 101, 0, 0, 54, 0, 1, 0, 125, 255, 30, , 300.000000
168, 101, 124, 1, 0, 6, 1, 1, 2, 117, 191, 119, , 300.000000
89, 9, 230, 0, 0, 32, 1, 0, 1, 133, 246, 83, , 300.000000
104, 238, 230, 0, 0, 19, 0, 1, 2, 11, 1, 196, , 300.000000
82, 127, 228, 1, 0, 11, 0, 0, 4, 61, 159, 84, , 300.000000
23, 94, 113, 0, 1, 36, 0, 0, 1, 152, 98, 144, , 300.000000
125, 87, 209, 0, 0, 29, 1, 1, 1, 93, 51, 64, , 300.000000
67, 47, 252, 0, 0, 70, 0, 0, 0, 84, 178, 208, , 300.000000
118, 18, 162, 1, 0, 2, 0, 1, 2, 89, 9, 0, , 300.000000
220, 196, 106, 1, 0, 59, 1, 0, 2, 24, 95, 182, , 300.000000
58, 42, 123, 1, 1, 38, 0, 1, 0, 61, 86, 113, , 300.000000
